date_releve,reference,marque,modele,finition,titre,condition,apport,energie,transmission,km,prix_mensuel,url
2026-07-21T11:18:00,ves00453241,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,393,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00453241?apport=sans
2026-07-21T11:18:00,ves00452213,peugeot,5008-iii,hybrid-136-e-dcs6-allure,PEUGEOT 5008 III Hybrid 136 e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,25569,393,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-136-e-dcs6-allure-ves00452213?apport=sans
2026-07-21T11:18:00,ves00451936,jeep,compass-ii,15-turbo-t4-130-ch-bvr7-e-hybrid-summit,JEEP Compass II 1.5 Turbo T4 130 ch BVR7 e-Hybrid Summit,occasion,SANS APPORT,Essence,Automatique,20045,393,https://auto-dispo.cic-leasing.fr/leasing-voiture/jeep/compass-ii/15-turbo-t4-130-ch-bvr7-e-hybrid-summit-ves00451936?apport=sans
2026-07-21T11:18:00,ves00454163,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,2869,393,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454163?apport=sans
2026-07-21T11:18:00,ves00454161,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,3677,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454161?apport=sans
2026-07-21T11:18:00,ves00456256,dacia,duster-iii,hybrid-155-extreme,SANS APPORT DACIA Duster III Hybrid 155 Extreme,,,Hybride,Automatique,10,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-extreme-ves00456256?apport=sans
2026-07-21T11:18:00,ves00451186,citroen,e-c3-aircross-ii,113-autonomie-confort-max,CITROEN e-C3 Aircross II 113 autonomie confort Max,occasion,SANS APPORT,Electrique,Automatique,15982,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/e-c3-aircross-ii/113-autonomie-confort-max-ves00451186?apport=sans
2026-07-21T11:18:00,ves00449742,peugeot,2008-ii,hybrid-145-e-dcs6-gt,PEUGEOT 2008 II Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,16887,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-gt-ves00449742?apport=sans
2026-07-21T11:18:00,ves00456785,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00456785?apport=sans
2026-07-21T11:18:00,ves00450858,dacia,duster-iii,mild-hybrid-130-4x4-journey,SANS APPORT DACIA Duster III Mild Hybrid 130 4x4 Journey,,,Hybride,Manuelle,100,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/mild-hybrid-130-4x4-journey-ves00450858?apport=sans
2026-07-21T11:18:00,ves00454170,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,4211,394,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00454170?apport=sans
2026-07-21T11:18:00,ves00435669,peugeot,2008-ii,12-hybrid-136ch-allure-e-dcs6,SANS APPORT PEUGEOT 2008 II 1.2 Hybrid 136ch Allure e-DCS6,,,Hybride,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/12-hybrid-136ch-allure-e-dcs6-ves00435669?apport=sans
2026-07-21T11:18:00,ves00456469,citroen,c5-aircross,145-ch-e-dcs6-plus,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Plus,,,Essence,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-plus-ves00456469?apport=sans
2026-07-21T11:18:00,ves00454147,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,5185,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00454147?apport=sans
2026-07-21T11:18:00,ves00456043,citroen,c5-aircross,12-hybride-136ch-max-boite-automatique,CITROEN C5 AIRCROSS 1.2,occasion,SANS APPORT,Hybride,Automatique,6921,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/12-hybride-136ch-max-boite-automatique-ves00456043?apport=sans
2026-07-21T11:18:00,ves00424544,ford,puma-ii,10-ecoboost-125ch-ss-mhev-st-line-powershift,SANS APPORT FORD Puma II 1.0 EcoBoost 125ch S&S mHEV ST-Line Powershift,,,Hybride,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/ford/puma-ii/10-ecoboost-125ch-ss-mhev-st-line-powershift-ves00424544?apport=sans
2026-07-21T11:18:00,ves00425277,ford,puma-ii,10-ecoboost-125-ch-mhev-ss-powershift-st-line,SANS APPORT FORD Puma II 1.0 EcoBoost 125 ch mHEV S&S Powershift ST-Line,,,Essence,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/ford/puma-ii/10-ecoboost-125-ch-mhev-ss-powershift-st-line-ves00425277?apport=sans
2026-07-21T11:18:00,ves00446184,citroen,c4,hybride-145-ch-e-dcs6-business,SANS APPORT CITROEN C4,,,Hybride,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c4/hybride-145-ch-e-dcs6-business-ves00446184?apport=sans
2026-07-21T11:18:00,ves00452354,alfa-romeo,junior-electrique,elettrica-156-ch-,ALFA ROMEO Junior,occasion,SANS APPORT,Electrique,Automatique,1673,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/alfa-romeo/junior-electrique/elettrica-156-ch--ves00452354?apport=sans
2026-07-21T11:18:00,ves00447028,peugeot,308-iii,bluehdi-130ch-ss-eat8-style,SANS APPORT PEUGEOT 308 III BlueHDi 130ch S&S EAT8 Style,,,Diesel,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-iii/bluehdi-130ch-ss-eat8-style-ves00447028?apport=sans
2026-07-21T11:18:00,ves00454146,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,6415,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00454146?apport=sans
2026-07-21T11:18:00,ves00456487,citroen,c5-aircross,hybride-145-e-dcs6-max,CITROEN C5 AIRCROSS,occasion,SANS APPORT,Hybride,Automatique,5077,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/hybride-145-e-dcs6-max-ves00456487?apport=sans
2026-07-21T11:18:00,ves00457237,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,17820,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00457237?apport=sans
2026-07-21T11:18:00,ves00456727,citroen,c4,hybride-145-ch-e-dcs6-business,SANS APPORT CITROEN C4,,,Hybride,Automatique,10,395,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c4/hybride-145-ch-e-dcs6-business-ves00456727?apport=sans
2026-07-21T11:18:00,ves00441692,byd,dolphin-surf,432-kwh-156-ch-comfort,SANS APPORT BYD Dolphin Surf 43.2 kWh 156 ch Comfort,,,Electrique,Automatique,100,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/byd/dolphin-surf/432-kwh-156-ch-comfort-ves00441692?apport=sans
2026-07-21T11:18:00,ves00456393,citroen,c5-aircross,12-hybride-136ch-max-boite-automatique,CITROEN C5 AIRCROSS 1.2,occasion,SANS APPORT,Hybride,Automatique,25618,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/12-hybride-136ch-max-boite-automatique-ves00456393?apport=sans
2026-07-21T11:18:00,ves00454032,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,100,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00454032?apport=sans
2026-07-21T11:18:00,ves00456184,citroen,c5-aircross,145-ch-e-dcs6-plus,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Plus,,,Essence,Automatique,10,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-plus-ves00456184?apport=sans
2026-07-21T11:18:00,ves00456224,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,12215,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00456224?apport=sans
2026-07-21T11:18:00,ves00454116,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,4970,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00454116?apport=sans
2026-07-21T11:18:00,ves00457145,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,12321,396,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00457145?apport=sans
2026-07-21T11:18:00,ves00456225,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,12875,397,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00456225?apport=sans
2026-07-21T11:18:00,ves00457032,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,13040,397,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00457032?apport=sans
2026-07-21T11:18:00,ves00455417,peugeot,408,phev-225-e-eat8-gt,PEUGEOT 408 PHEV 225 e-EAT8 GT,occasion,SANS APPORT,Hybride rechargeable,Automatique,24591,397,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/408/phev-225-e-eat8-gt-ves00455417?apport=sans
2026-07-21T11:18:00,ves00447150,citroen,c5-aircross,145-ch-e-dcs6-plus,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Plus,,,Essence,Automatique,10,397,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-plus-ves00447150?apport=sans
2026-07-21T11:18:00,ves00454177,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,4420,397,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454177?apport=sans
2026-07-21T11:18:00,ves00455355,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,10,398,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00455355?apport=sans
2026-07-21T11:18:00,ves00442405,peugeot,2008-ii,hybrid-145-e-dcs6-allure,PEUGEOT 2008 II Hybrid 145 e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,17123,398,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/2008-ii/hybrid-145-e-dcs6-allure-ves00442405?apport=sans
2026-07-21T11:18:00,ves00454162,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,4997,398,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454162?apport=sans
2026-07-21T11:18:00,ves00455244,toyota,corolla-hybride-xii,140ch-dynamic-business,TOYOTA Corolla,occasion,SANS APPORT,Hybride,Automatique,16098,398,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/corolla-hybride-xii/140ch-dynamic-business-ves00455244?apport=sans
2026-07-21T11:18:00,ves00455120,citroen,c5-aircross,145-ch-e-dcs6-plus,SANS APPORT CITROEN C5 AIRCROSS 145 ch e-DCS6 Plus,,,Essence,Automatique,10,398,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/145-ch-e-dcs6-plus-ves00455120?apport=sans
2026-07-21T11:18:00,ves00454117,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,5451,399,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00454117?apport=sans
2026-07-21T11:18:00,ves00456232,renault,captur-ii,e-tech-full-hybrid-160-ch-techno,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Techno,,,Hybride,Automatique,100,399,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-techno-ves00456232?apport=sans
2026-07-21T11:18:00,ves00423050,dacia,duster-iii,hybrid-140-journey,SANS APPORT DACIA Duster III Hybrid 140 Journey,,,Hybride,Automatique,10,399,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-140-journey-ves00423050?apport=sans
2026-07-21T11:18:00,ves00457236,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,5517,399,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00457236?apport=sans
2026-07-21T11:18:00,ves00455114,dacia,duster-iii,hybrid-155-journey,SANS APPORT DACIA Duster III Hybrid 155 Journey,,,Hybride,Automatique,10,399,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-journey-ves00455114?apport=sans
2026-07-21T11:18:00,ves00457146,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,9182,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00457146?apport=sans
2026-07-21T11:18:00,ves00413422,skoda,kamiq,10-tsi-evo-2-116-ch-dsg7-selection,SANS APPORT SKODA Kamiq 1.0 TSI Evo 2 116 ch DSG7 Selection,,,Essence,Automatique,10,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/skoda/kamiq/10-tsi-evo-2-116-ch-dsg7-selection-ves00413422?apport=sans
2026-07-21T11:18:00,ves00453165,citroen,c5-aircross,12-hybride-136ch-max-boite-automatique,CITROEN C5 AIRCROSS 1.2,occasion,SANS APPORT,Hybride,Automatique,18103,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c5-aircross/12-hybride-136ch-max-boite-automatique-ves00453165?apport=sans
2026-07-21T11:18:00,ves00451321,dacia,duster-iii,mild-hybrid-130-4x4-extreme,SANS APPORT DACIA Duster III Mild Hybrid 130 4x4 Extreme,,,Hybride,Manuelle,10,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/mild-hybrid-130-4x4-extreme-ves00451321?apport=sans
2026-07-21T11:18:00,ves00454658,citroen,c4,hybride-145-ch-e-dcs6-max,SANS APPORT CITROEN C4,,,Hybride,Automatique,10,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c4/hybride-145-ch-e-dcs6-max-ves00454658?apport=sans
2026-07-21T11:18:00,ves00456773,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00456773?apport=sans
2026-07-21T11:18:00,ves00443315,peugeot,3008-iii,hybrid-145-e-dcs6-gt,PEUGEOT 3008 III Hybrid 145 e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,21417,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-gt-ves00443315?apport=sans
2026-07-21T11:18:00,ves00452601,dacia,duster-iii,mild-hybrid-130-4x4-journey,SANS APPORT DACIA Duster III Mild Hybrid 130 4x4 Journey,,,Hybride,Manuelle,10,400,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/mild-hybrid-130-4x4-journey-ves00452601?apport=sans
2026-07-21T11:18:00,ves00454159,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,3332,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454159?apport=sans
2026-07-21T11:18:00,ves00445405,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,12386,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00445405?apport=sans
2026-07-21T11:18:00,ves00456173,dacia,duster-iii,hybrid-155-journey,SANS APPORT DACIA Duster III Hybrid 155 Journey,,,Hybride,Automatique,10,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-155-journey-ves00456173?apport=sans
2026-07-21T11:18:00,ves00445403,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,12991,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00445403?apport=sans
2026-07-21T11:18:00,ves00450599,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,SANS APPORT PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,,,Hybride,Automatique,10,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00450599?apport=sans
2026-07-21T11:18:00,ves00445402,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,14769,401,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00445402?apport=sans
2026-07-21T11:18:00,ves00452308,peugeot,308-iii,15-bluehdi-130ch-ss-gt-eat8,SANS APPORT PEUGEOT 308 III 1.5 BlueHDi 130ch S&S GT EAT8,,,Diesel,Automatique,10,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/308-iii/15-bluehdi-130ch-ss-gt-eat8-ves00452308?apport=sans
2026-07-21T11:18:00,ves00446858,peugeot,3008-iii,hybrid-136-e-dcs6-allure,PEUGEOT 3008 III Hybrid 136 e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,20821,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-136-e-dcs6-allure-ves00446858?apport=sans
2026-07-21T11:18:00,ves00450023,peugeot,5008-iii,hybrid-136-e-dcs6-allure,PEUGEOT 5008 III Hybrid 136 e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,22452,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-136-e-dcs6-allure-ves00450023?apport=sans
2026-07-21T11:18:00,ves00440652,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,29545,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00440652?apport=sans
2026-07-21T11:18:00,ves00455888,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,16843,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00455888?apport=sans
2026-07-21T11:18:00,ves00456907,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,15805,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00456907?apport=sans
2026-07-21T11:18:00,ves00455889,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,17573,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00455889?apport=sans
2026-07-21T11:18:00,ves00454158,opel,frontera-electrique,electric-113-ch-batterie-44-kwh-gs,OPEL Frontera,occasion,SANS APPORT,Electrique,Automatique,4525,402,https://auto-dispo.cic-leasing.fr/leasing-voiture/opel/frontera-electrique/electric-113-ch-batterie-44-kwh-gs-ves00454158?apport=sans
2026-07-21T11:18:00,ves00445994,toyota,yaris-cross,130h-2wd-design,SANS APPORT TOYOTA Yaris Cross 130h 2WD Design,,,Hybride,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/toyota/yaris-cross/130h-2wd-design-ves00445994?apport=sans
2026-07-21T11:18:00,ves00456815,renault,captur-ii,e-tech-full-hybrid-160-ch-evolution,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Evolution,,,Hybride,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-evolution-ves00456815?apport=sans
2026-07-21T11:18:00,ves00456752,dacia,bigster,155-expression,SANS APPORT DACIA Bigster 155 Expression,,,Hybride,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/bigster/155-expression-ves00456752?apport=sans
2026-07-21T11:18:00,ves00454122,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,4659,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00454122?apport=sans
2026-07-21T11:18:00,ves00451230,peugeot,3008-iii,hybrid-145-e-dcs6-allure,SANS APPORT PEUGEOT 3008 III Hybrid 145 e-DCS6 Allure,,,Hybride,Automatique,10,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/3008-iii/hybrid-145-e-dcs6-allure-ves00451230?apport=sans
2026-07-21T11:18:00,ves00434792,ds,ds4-ii,bluehdi-130-eat8-etoile-cuir-nappa,DS DS4 II BlueHDi 130 EAT8 Etoile - Cuir Nappa,occasion,SANS APPORT,Diesel,Automatique,20884,403,https://auto-dispo.cic-leasing.fr/leasing-voiture/ds/ds4-ii/bluehdi-130-eat8-etoile-cuir-nappa-ves00434792?apport=sans
2026-07-21T11:18:00,ves00424554,citroen,c4,hybride-145-ch-e-dcs6-max,SANS APPORT CITROEN C4,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/citroen/c4/hybride-145-ch-e-dcs6-max-ves00424554?apport=sans
2026-07-21T11:18:00,ves00451935,jeep,compass-ii,15-turbo-t4-130-ch-bvr7-e-hybrid-summit,JEEP Compass II 1.5 Turbo T4 130 ch BVR7 e-Hybrid Summit,occasion,SANS APPORT,Essence,Automatique,21417,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/jeep/compass-ii/15-turbo-t4-130-ch-bvr7-e-hybrid-summit-ves00451935?apport=sans
2026-07-21T11:18:00,ves00454100,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,1131,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00454100?apport=sans
2026-07-21T11:18:00,ves00410597,dacia,duster-iii,hybrid-140-journey,SANS APPORT DACIA Duster III Hybrid 140 Journey,,,Hybride,Automatique,100,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/dacia/duster-iii/hybrid-140-journey-ves00410597?apport=sans
2026-07-21T11:18:00,ves00444858,renault,symbioz,mild-hybrid-140-ch-techno,SANS APPORT RENAULT Symbioz mild hybrid 140 ch Techno,,,Hybride,Manuelle,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/symbioz/mild-hybrid-140-ch-techno-ves00444858?apport=sans
2026-07-21T11:18:00,ves00456804,renault,captur-ii,e-tech-full-hybrid-160-ch-evolution,SANS APPORT RENAULT Captur II E-Tech full hybrid 160 ch Evolution,,,Hybride,Automatique,10,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/renault/captur-ii/e-tech-full-hybrid-160-ch-evolution-ves00456804?apport=sans
2026-07-21T11:18:00,ves00444751,alfa-romeo,tonale,13-ibrida-plug-in-270-ch-at6-e-q4-sprint,SANS APPORT ALFA ROMEO TONALE 1.3 Ibrida Plug-In 270 ch AT6 e-Q4 Sprint,,,Hybride rechargeable,Automatique,100,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/alfa-romeo/tonale/13-ibrida-plug-in-270-ch-at6-e-q4-sprint-ves00444751?apport=sans
2026-07-21T11:18:00,ves00445407,peugeot,5008-iii,hybrid-145-ch-e-dcs6-allure,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 Allure,occasion,SANS APPORT,Hybride,Automatique,8881,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-allure-ves00445407?apport=sans
2026-07-21T11:18:00,ves00452196,peugeot,5008-iii,hybrid-145-ch-e-dcs6-gt,PEUGEOT 5008 III Hybrid 145 ch e-DCS6 GT,occasion,SANS APPORT,Hybride,Automatique,1912,404,https://auto-dispo.cic-leasing.fr/leasing-voiture/peugeot/5008-iii/hybrid-145-ch-e-dcs6-gt-ves00452196?apport=sans
